Date,Close,High,Low,Open,Volume,RSI,EMA,Ticker
2024-10-21,53.77000045776367,54.540000915527344,53.70000076293945,54.060001373291016,4279700,,,MNST
2024-10-22,53.599998474121094,53.84000015258789,53.25,53.72999954223633,2317300,,,MNST
2024-10-23,53.560001373291016,53.790000915527344,53.099998474121094,53.470001220703125,2549400,,,MNST
2024-10-24,53.439998626708984,53.58000183105469,52.540000915527344,53.43000030517578,3872700,,,MNST
2024-10-25,53.369998931884766,53.93000030517578,53.290000915527344,53.7599983215332,3613500,,,MNST
2024-10-28,53.099998474121094,53.630001068115234,52.880001068115234,53.439998626708984,3208600,,,MNST
2024-10-29,52.47999954223633,53.5099983215332,52.04999923706055,52.70000076293945,6924200,,,MNST
2024-10-30,52.599998474121094,53.130001068115234,52.060001373291016,52.25,6892100,,,MNST
2024-10-31,52.68000030517578,53.18000030517578,52.47999954223633,52.650001525878906,4625400,,,MNST
2024-11-01,52.29999923706055,53.06999969482422,52.08000183105469,52.5,6325100,,,MNST
2024-11-04,54.060001373291016,54.18000030517578,52.13999938964844,52.27000045776367,8702800,,,MNST
2024-11-05,54.11000061035156,54.540000915527344,53.7599983215332,53.97999954223633,4650100,,,MNST
2024-11-06,54.439998626708984,54.9900016784668,53.68000030517578,54.709999084472656,6931000,,,MNST
2024-11-07,54.72999954223633,55.349998474121094,54.5,54.5,11702700,68.962891918077,,MNST
2024-11-08,54.13999938964844,55.650001525878906,53.18000030517578,53.209999084472656,10426200,57.4249818009215,,MNST
2024-11-11,55.7400016784668,56.470001220703125,54.400001525878906,54.43000030517578,7435400,71.39953526961355,,MNST
2024-11-12,56.02000045776367,56.38999938964844,55.560001373291016,55.650001525878906,7457000,73.06566773953637,,MNST
2024-11-13,56.380001068115234,56.560001373291016,55.380001068115234,55.61000061035156,4526600,75.07607762251446,,MNST
2024-11-14,55.959999084472656,56.70000076293945,55.849998474121094,55.95000076293945,8941200,68.6390896178616,,MNST
2024-11-15,52.0,55.5,51.97999954223633,55.439998626708984,10606100,36.69398040569818,54.217168157060414,MNST
2024-11-18,53.27000045776367,53.52000045776367,51.720001220703125,51.91999816894531,7255700,45.460678812454695,54.12696170950834,MNST
2024-11-19,53.72999954223633,53.849998474121094,52.65999984741211,52.959999084472656,3461000,48.25573812137976,54.089155788815766,MNST
2024-11-20,53.70000076293945,53.779998779296875,52.88999938964844,53.060001373291016,3833900,48.08267631552488,54.05209340539898,MNST
2024-11-21,53.97999954223633,54.02000045776367,53.0,53.599998474121094,4846300,49.88910839349244,54.04522732319301,MNST
2024-11-22,54.060001373291016,54.400001525878906,53.880001068115234,54.0,2761600,50.41992559337032,54.046634375583295,MNST
2024-11-25,54.97999954223633,55.5099983215332,54.40999984741211,54.630001068115234,6712000,56.1697961339455,54.135526296216916,MNST
2024-11-26,54.83000183105469,55.150001525878906,54.459999084472656,54.97999954223633,4411500,55.048858215329176,54.201666823344326,MNST
2024-11-27,55.13999938964844,55.400001525878906,54.84000015258789,54.939998626708984,3121000,56.960490476252424,54.291031829659005,MNST
2024-11-29,55.130001068115234,55.5,54.90999984741211,55.09000015258789,3431100,56.87647683287526,54.37093366189293,MNST
2024-12-02,54.97999954223633,56.02000045776367,54.95000076293945,55.369998931884766,5682800,55.552641184190726,54.42893993621135,MNST
2024-12-03,54.189998626708984,54.900001525878906,54.06999969482422,54.599998474121094,5378200,49.07419084827771,54.406183621020645,MNST
2024-12-04,53.75,54.33000183105469,53.63999938964844,54.06999969482422,4035800,45.8659620066804,54.343689942828206,MNST
2024-12-05,53.099998474121094,54.06999969482422,53.06999969482422,54.06999969482422,4677600,41.54501581273817,54.225243136284675,MNST
2024-12-06,52.27000045776367,53.72999954223633,52.2400016784668,53.31999969482422,3937200,36.78016423462906,54.039029547854106,MNST
2024-12-09,53.209999084472656,53.560001373291016,52.0099983215332,52.529998779296875,5994500,44.53831721720127,53.960074265627306,MNST
2024-12-10,53.0099983215332,53.63999938964844,52.34000015258789,52.90999984741211,4243600,43.32021237507008,53.86959084238025,MNST
2024-12-11,52.099998474121094,53.52000045776367,52.060001373291016,53.06999969482422,3438800,38.20082536325593,53.70105823587938,MNST
2024-12-12,52.91999816894531,52.970001220703125,52.31999969482422,52.349998474121094,4274400,44.558777286285554,53.62667156283804,MNST
2024-12-13,52.7599983215332,52.849998474121094,52.18000030517578,52.29999923706055,4695300,43.61586856811512,53.54413125414234,MNST
2024-12-16,52.25,53.58000183105469,52.099998474121094,52.709999084472656,4377800,40.6622040669906,53.42088065850974,MNST
2024-12-17,51.95000076293945,52.70000076293945,51.650001525878906,52.15999984741211,4643800,38.98956914163206,53.280796858931616,MNST
2024-12-18,51.540000915527344,52.439998626708984,51.470001220703125,51.689998626708984,4802600,36.76380603448065,53.115006769083585,MNST
2024-12-19,50.900001525878906,51.439998626708984,50.47999954223633,51.29999923706055,7188500,33.544702153076244,52.90405388877838,MNST
2024-12-20,51.720001220703125,51.900001525878906,50.619998931884766,50.72999954223633,11411300,40.70824179861825,52.7912869680093,MNST
2024-12-23,51.86000061035156,51.97999954223633,51.290000915527344,51.84000015258789,3850600,41.860543394176055,52.702593029184754,MNST
2024-12-24,52.5099983215332,52.630001068115234,51.689998626708984,51.709999084472656,2027300,47.00972680492989,52.68425067607509,MNST
2024-12-26,52.66999816894531,52.97999954223633,52.18000030517578,52.310001373291016,2921200,48.22528986468514,52.68289329444368,MNST
2024-12-27,52.54999923706055,52.88999938964844,52.29999923706055,52.529998779296875,3231200,47.34803498979102,52.67023671755005,MNST
2024-12-30,52.529998779296875,52.88999938964844,51.849998474121094,52.29999923706055,3813600,47.193941450023196,52.656880723430696,MNST
2024-12-31,52.560001373291016,52.939998626708984,52.310001373291016,52.75,3811000,47.4701215739272,52.64765411865549,MNST
2025-01-02,52.310001373291016,53.310001373291016,52.15999984741211,52.959999084472656,3846400,45.34209925990185,52.61549671433506,MNST
2025-01-03,52.38999938964844,52.86000061035156,52.18000030517578,52.68000030517578,3736700,46.17362341966741,52.59402077865062,MNST
2025-01-06,51.869998931884766,52.79999923706055,51.81999969482422,52.2599983215332,3777800,41.729609263565585,52.52506631705388,MNST
2025-01-07,51.54999923706055,52.560001373291016,51.459999084472656,51.880001068115234,4893100,39.22751971962601,52.43220278562594,MNST
2025-01-08,51.599998474121094,51.790000915527344,50.84000015258789,51.68000030517578,3166700,39.834541476518105,52.35294523214929,MNST
2025-01-10,49.7400016784668,51.400001525878906,49.68000030517578,51.2400016784668,6706100,28.450046337872607,52.10409346513191,MNST
2025-01-13,49.9900016784668,50.189998626708984,49.38999938964844,49.9900016784668,5634700,31.292356721724218,51.90275139021142,MNST
2025-01-14,50.099998474121094,50.15999984741211,49.459999084472656,49.83000183105469,3792200,32.561741252836256,51.73106063629806,MNST
2025-01-15,49.2599983215332,50.56999969482422,49.15999984741211,50.43000030517578,8703000,28.26687226617355,51.49572136822522,MNST
2025-01-16,49.650001525878906,49.86000061035156,48.38999938964844,49.220001220703125,6849900,32.70498842981682,51.319938526097,MNST
2025-01-17,49.41999816894531,50.25,49.29999923706055,50.25,11799400,31.4684573575458,51.138991825415886,MNST
2025-01-21,49.220001220703125,49.939998626708984,48.849998474121094,49.369998931884766,9694000,30.39241319291213,50.95623081544324,MNST
