Date,Close,High,Low,Open,Volume,RSI,EMA,Ticker
2024-10-21,309.54998779296875,316.99798583984375,308.1099853515625,309.6600036621094,3293500,,,CRWD
2024-10-22,308.510009765625,311.55999755859375,304.260009765625,309.0,2259200,,,CRWD
2024-10-23,299.29998779296875,308.0660095214844,298.32000732421875,307.1400146484375,3102900,,,CRWD
2024-10-24,304.4700012207031,305.9070129394531,301.0,302.1099853515625,1980900,,,CRWD
2024-10-25,300.6199951171875,311.3500061035156,295.1300048828125,305.2200012207031,6045800,,,CRWD
2024-10-28,301.32000732421875,305.0,295.30999755859375,301.1449890136719,3464800,,,CRWD
2024-10-29,310.94000244140625,313.1499938964844,300.3999938964844,303.239990234375,3454800,,,CRWD
2024-10-30,307.45001220703125,315.47601318359375,307.135009765625,311.5,2083800,,,CRWD
2024-10-31,296.8699951171875,307.4049987792969,294.67999267578125,306.1199951171875,3475700,,,CRWD
2024-11-01,303.1300048828125,304.3800048828125,295.7099914550781,296.7900085449219,2975900,,,CRWD
2024-11-04,298.8800048828125,302.92999267578125,295.0799865722656,300.5199890136719,2321900,,,CRWD
2024-11-05,307.5799865722656,308.8900146484375,298.61700439453125,300.0,2260000,,,CRWD
2024-11-06,320.0,324.66400146484375,316.75,317.1700134277344,4227700,,,CRWD
2024-11-07,330.7799987792969,333.2200012207031,320.45098876953125,322.5,3575200,68.90718694489874,,CRWD
2024-11-08,330.0299987792969,333.1499938964844,323.239990234375,330.54998779296875,2845700,68.0276287637044,,CRWD
2024-11-11,342.4200134277344,342.7900085449219,331.8800048828125,334.0,3345400,73.94452870127724,,CRWD
2024-11-12,343.5,343.8900146484375,336.5249938964844,339.80999755859375,3183700,74.38943621094558,,CRWD
2024-11-13,347.8800048828125,359.45001220703125,344.0899963378906,345.6000061035156,4745700,76.1668676209486,,CRWD
2024-11-14,344.3599853515625,351.0899963378906,343.5299987792969,347.8900146484375,2582100,71.8510602307876,,CRWD
2024-11-15,336.75,343.010009765625,332.75,340.3999938964844,3460500,63.477005062216165,323.5840663061391,CRWD
2024-11-18,342.9700012207031,347.29998779296875,336.75,339.9700012207031,2386900,66.87519251627802,325.4303458218119,CRWD
2024-11-19,353.2900085449219,354.3399963378906,338.52899169921875,341.5400085449219,3169500,71.59710353413597,328.08364703353664,CRWD
2024-11-20,350.1499938964844,357.30999755859375,344.46600341796875,357.30999755859375,2499900,68.40210787162809,330.18520387762686,CRWD
2024-11-21,357.54998779296875,362.3999938964844,351.5,354.5,4553900,71.6166747416901,332.7913737743261,CRWD
2024-11-22,372.260009765625,372.55999755859375,357.95001220703125,359.67999267578125,3442500,76.69269220073559,336.5502914877831,CRWD
2024-11-25,363.67999267578125,377.4200134277344,360.7799987792969,375.0,5022800,68.94740906037165,339.13407255330674,CRWD
2024-11-26,364.29998779296875,367.3500061035156,359.25,363.0,6951300,69.18954885654017,341.53082638565553,CRWD
2024-11-27,347.5899963378906,359.2200012207031,340.5199890136719,359.2200012207031,10807700,56.42003596679158,342.1078901906303,CRWD
2024-11-29,345.9700012207031,350.1600036621094,344.7200012207031,349.5,2425500,55.35343838144625,342.4757102887325,CRWD
