Date,Close,High,Low,Open,Volume,RSI,EMA,Ticker
2024-10-21,288.4947509765625,288.803544119224,284.99837845280234,287.0504028187287,577000,,,AJG
2024-10-22,286.10406494140625,288.8234690121659,283.39463174531494,287.5285016646102,609400,,,AJG
2024-10-23,287.80743408203125,288.6342263671099,285.0980006833705,285.6060289453102,612300,,,AJG
2024-10-24,286.43280029296875,288.8732937271649,285.5960675038473,288.8732937271649,938100,,,AJG
2024-10-25,281.87060546875,286.3730334098733,276.36209185445307,281.900487696715,1478000,,,AJG
2024-10-28,284.87884521484375,286.41287042858914,282.49814678996864,285.436667038204,1008200,,,AJG
2024-10-29,284.0122375488281,286.66190647735505,283.9923261971286,285.1079698725062,791800,,,AJG
2024-10-30,283.3747253417969,285.5562190016842,282.41843332718275,284.14172272944796,556600,,,AJG
2024-10-31,280.10748291015625,284.7194687177156,280.09751203486456,282.5579167101203,868200,,,AJG
2024-11-01,279.3105773925781,282.01003992654046,278.9221084370314,280.65533842133783,738400,,,AJG
2024-11-04,280.5556945800781,281.8406910337539,278.62322966180864,281.3625450419423,654200,,,AJG
2024-11-05,282.0399475097656,282.08974108812134,278.5136927504954,279.99789401401154,787600,,,AJG
2024-11-06,289.5506591796875,292.73823887996093,283.4544411220016,290.86553808597625,1284300,,,AJG
2024-11-07,289.43109130859375,291.53290918034213,287.99668367641715,291.2639387499285,862300,59.71450398275447,,AJG
2024-11-08,293.6247253417969,295.915807439317,291.06473361228046,292.2899352636458,787800,67.27789588364269,,AJG
2024-11-11,291.5827331542969,295.85607427060984,291.0049999306402,294.2025200111622,731000,61.2480225154751,,AJG
2024-11-12,294.122802734375,294.9695063846256,291.63251576246773,293.43548109820773,764600,65.40199033311396,,AJG
2024-11-13,297.1609802246094,298.54556401611455,293.94351841424424,293.98337151874426,966100,69.59958910187954,,AJG
2024-11-14,293.5649719238281,298.25669432297934,293.06691454464936,296.34414061136846,634300,60.27779711189706,,AJG
2024-11-15,293.4354553222656,295.7863018247288,291.30378566904875,293.48527929673367,948400,59.96627474039892,289.31906002902537,AJG
2024-11-18,292.4493103027344,294.4614510474332,289.16214396158136,290.59655155746833,728100,57.52838489645316,289.61717910271193,AJG
2024-11-19,291.3536071777344,292.6286329016315,288.6740559425191,291.03487354601845,692000,54.85970037193355,289.78255320509504,AJG
2024-11-20,294.7304382324219,295.5870823292065,289.9889222764217,292.86770850656745,772800,60.882365983678056,290.25378035055473,AJG
2024-11-21,301.26495361328125,302.49018572460477,293.68450440250876,295.98555748938713,1032700,69.39256910670362,291.30246351843346,AJG
2024-11-22,303.1077880859375,306.80336556856275,300.75694129552335,302.00208482461653,626000,71.28955826164405,292.42678014391004,AJG
2024-11-25,305.1996154785156,305.2992026351675,299.60142500002377,301.14542111525736,2181300,73.31157660336503,293.64324065196774,AJG
2024-11-26,311.7440490722656,313.2183097769781,305.90683150171725,307.0324459804292,1538500,78.42990528274171,295.3671271681866,AJG
2024-11-27,313.9355163574219,314.5033090391607,310.40926176437006,312.2719914124174,1383200,79.82518843192223,297.135545186209,AJG
2024-11-29,311.02685546875,315.48946043007214,310.7081218564486,312.6306160013381,811900,73.06922085854595,298.45852711787956,AJG
2024-12-02,306.7635192871094,311.7939174959419,305.3589937071706,311.29586007322655,592000,64.45798470985366,299.2494787530443,AJG
2024-12-03,308.6063232421875,309.00476308172176,301.71322586111216,307.650061547503,1183100,66.30637226208154,300.1406067996293,AJG
2024-12-04,306.06622314453125,309.7319180728594,305.5781062531495,307.1818667836738,850500,61.554475469749214,300.7049512134295,AJG
2024-12-05,302.4005126953125,306.4746489122496,302.3208368881719,305.3191521151417,869200,55.38566897508269,300.8664332593231,AJG
2024-12-06,296.14251708984375,302.849665934365,295.8231522566468,300.77365745213274,887800,46.76863195741899,300.41653648127743,AJG
2024-12-09,291.29180908203125,298.4780199705601,282.50862182821635,292.43960348167025,2811500,41.39286315193183,299.54751482420636,AJG
2024-12-10,283.1972961425781,287.8583774888891,282.0594923975433,283.20728676306726,13426500,34.306375623419555,297.9903511402418,AJG
2024-12-11,283.0376281738281,285.38313979392825,280.9616196615086,284.2752773350453,4921500,34.18206289727003,296.5662822862977,AJG
2024-12-12,280.6521911621094,285.6526186533365,280.54238571216865,284.4149695971804,5646000,32.29900066140543,295.0506545601845,AJG
2024-12-13,284.0456848144531,285.1435870281423,280.9416476721965,281.74010539531065,2827200,37.56810382315484,294.0025622034482,AJG
2024-12-16,285.4530029296875,288.44726519818073,283.7562421271903,285.1535888865225,2981700,39.66529833256659,293.18831846309,AJG
2024-12-17,282.368896484375,284.28520714356677,279.17500477344373,283.88597829450254,2370800,36.75168940973864,292.15789732226,AJG
2024-12-18,277.9573669433594,285.2833252434654,277.6878942945194,282.368926917897,2028200,33.01585515343234,290.80546585760277,AJG
2024-12-19,278.55621337890625,281.61035843625405,276.37039950032454,278.2368180954581,2244000,33.99667015354659,289.6388703834412,AJG
2024-12-20,282.5585632324219,285.8921716608542,276.46023307314806,278.98539310368693,2774900,40.28955326923966,288.96455541667746,AJG
2024-12-23,283.9658508300781,284.43495311803656,280.28290595336824,281.1312863200007,1935200,42.37013100394307,288.4884883131918,AJG
